iter	RMSE
161	0.6965454912
162	0.6953255051
163	0.6938956685
164	0.6925245405
165	0.6913887528
166	0.6904966431
167	0.689024051
168	0.6880742849
169	0.6873468714
170	0.6867712568
171	0.6858567891
172	0.6852000815
173	0.6844898448
174	0.6838959358
175	0.6827088244
176	0.6819505527
177	0.681541855
178	0.6807860458
179	0.68024487
180	0.6796236389
181	0.6786937823
182	0.6772079483
183	0.6762942744
184	0.6756323643
185	0.6746278462
186	0.6737986773
187	0.6731319767
188	0.6721511704
189	0.6716125352
190	0.6712288239
191	0.6706263131
192	0.6691993732
193	0.6684076586
194	0.6675508532
195	0.6666649099
196	0.6657738722
197	0.66480997
198	0.6636239384
199	0.6630125548
200	0.6618624146
201	0.6608802815
202	0.6603241427
203	0.6593426345
204	0.6582852658
205	0.6574199005
206	0.6566892766
207	0.6561504003
208	0.6552121406
209	0.6545783031
210	0.6541580551
211	0.6535539996
212	0.6527325454
213	0.6522967737
214	0.6514954538
215	0.6507072572
216	0.6500196462
217	0.6493203663
218	0.6482721205
219	0.6477914961
220	0.6470702516
221	0.6465657877
222	0.645998132
223	0.6454967182
224	0.6450525158
225	0.644525284
226	0.6434905801
227	0.642373647
228	0.6413926042
229	0.6407135233
230	0.640007519
231	0.6394926167
232	0.6388329714
233	0.6380648177
234	0.637422541
235	0.6368855645
236	0.6358614657
237	0.6353013014
238	0.6347336286
239	0.6342462955
240	0.6337769801
241	0.6330059825
242	0.6324624136
243	0.6318642534
244	0.6312336269
245	0.6304066755
246	0.6299089175
247	0.628954181
248	0.6283418381
249	0.627497304
250	0.6269358201
251	0.6263173928
252	0.6258426184
253	0.6251422045
254	0.6240799108
255	0.6234850943
256	0.6226497706
257	0.6219944106
258	0.6212467171
259	0.6205952689
260	0.6196402786
261	0.6186432184
262	0.617734034
263	0.6173037725
264	0.6167159164
265	0.6163761033
266	0.6154996905
267	0.6147174929
268	0.6140706219
269	0.6136292186
270	0.6129880871
271	0.6123720942
272	0.6121023563
273	0.6117790748
274	0.6110836624
275	0.6105064127
276	0.6100702927
277	0.6093913839
278	0.608534325
279	0.6080192951
280	0.6073396918
281	0.6068713409
282	0.6061235542
283	0.6053888648
284	0.6051073064
285	0.6046083561
286	0.6038456778
287	0.6029765663
288	0.6023438357
289	0.6018491634
290	0.6015565924
291	0.6012560381
292	0.6006170232
293	0.6001619805
294	0.5995676723
295	0.5992415541
296	0.5987103619
297	0.5980185366
298	0.5975999823
299	0.596960846
300	0.5965625424
301	0.5962536913
302	0.5955136549
303	0.5949213011
304	0.5944058274
305	0.5939085953
306	0.5934496557
307	0.5930659529
308	0.5927061749
309	0.5921939614
310	0.5915924488
311	0.590884945
312	0.5903510583
313	0.5898813172
314	0.5894449439
315	0.5890167986
316	0.5884380233
317	0.5880021156
318	0.5873496993
319	0.5870200677
320	0.5865874213
321	0.5859137432
322	0.5854957846
323	0.5848358942
324	0.5841997083
325	0.5838566998
326	0.5831841362
327	0.5827921199
328	0.5824288206
329	0.5820925729
330	0.5817522212
331	0.5812419713
332	0.5806301013
333	0.5802457103
334	0.5797885467
335	0.5791700919
336	0.578629324
337	0.5781177143
338	0.577515287
339	0.5770278208
340	0.576608878
341	0.576148357
342	0.5757516773
343	0.5752379736
344	0.5747995742
345	0.5744811523
346	0.5740900082
347	0.5737441031
348	0.5732507309
349	0.5727569216
350	0.5721270774
351	0.571597943
352	0.571061724
353	0.5705227682
354	0.5701039186
355	0.5696742425
356	0.5692009737
357	0.5688330216
358	0.5683062189
359	0.5678263879
360	0.5672982835
361	0.5668337966
362	0.5665051777
363	0.565973125
364	0.5654164182
365	0.564948811
366	0.5645916419
367	0.5642539691
368	0.5638773044
369	0.5635293318
370	0.5631882346
371	0.5628320587
372	0.5624133505
373	0.5617864662
374	0.5612384374
375	0.5607010665
376	0.5602162167
377	0.5596720132
378	0.5590955673
379	0.5588643286
380	0.5585544882
381	0.5581387091
382	0.557626134
383	0.557407437
384	0.5570684172
385	0.556863039
386	0.556456162
387	0.5561900438
388	0.5557376737
389	0.555406129
390	0.5549800838
391	0.5545805028
392	0.554147409
393	0.5537229454
394	0.5531878045
395	0.5526657083
396	0.5522589273
397	0.5519179277
398	0.5516608811
399	0.5510354753
400	0.550698776
401	0.5502440387
402	0.5500633905
403	0.5497375115
404	0.5494283274
405	0.5490317436
406	0.5487570572
407	0.5484210773
408	0.5481171178
409	0.5479187111
410	0.5476640596
411	0.5472782943
412	0.546908005
413	0.5464128229
414	0.5461028588
415	0.5459000003
416	0.5455950363
417	0.5454334336
418	0.5450504442
419	0.5446875477
420	0.544377951
421	0.5438974542
422	0.5434730652
423	0.5432329103
424	0.542936625
425	0.5426249968
426	0.5422724906
427	0.5420038632
428	0.5416381701
429	0.5412246614
430	0.5407903894
431	0.5405311481
432	0.5402870328
433	0.5397578263
434	0.5394767731
435	0.539159323
436	0.5388818416
437	0.5385309206
438	0.5382651464
439	0.5378955453
440	0.5376571069
441	0.5374024952
442	0.5370818635
443	0.5368254996
444	0.5363758749
445	0.5359235381
446	0.5355109885
447	0.5350139515
448	0.5347161404
449	0.5342608053
450	0.5339499179
451	0.533587154
452	0.5334719665
453	0.5329953847
454	0.5327320249
455	0.5324854903
456	0.5321469589
457	0.5317273995
458	0.5313039798
459	0.5308653734
460	0.5305580389
461	0.5301329488
462	0.529789517
463	0.5293611831
464	0.5290468523
465	0.5287877883
466	0.5283204521
467	0.5281206472
468	0.5278708554
469	0.5275103725
470	0.5271034951
471	0.5266826384
472	0.5262347786
473	0.5259223634
474	0.525629747
475	0.5255183482
476	0.5249232607
477	0.5246743492
478	0.5243587821
479	0.5240682313
480	0.5235411787
481	0.523167758
482	0.5227278437
483	0.5224581245
484	0.5221692536
485	0.5218624618
486	0.5216284923
487	0.5212857511
488	0.5212113981
489	0.5208214541
490	0.5204786922
491	0.5201958028
492	0.5198008045
493	0.5194784068
494	0.5193549036
495	0.5190255909
496	0.5187386368
497	0.5184068347
498	0.5179932634
499	0.5176451887
500	0.5172833948
501	0.5169455103
502	0.5166711863
503	0.5163121985
504	0.5160039112
505	0.5156046325
506	0.5152635988
507	0.5150731836
508	0.5148576294
509	0.5145751114
510	0.5143095613
511	0.5139363735
512	0.5137466092
513	0.5133660627
514	0.5131354351
515	0.5127769284
516	0.5123813928
517	0.5121568864
518	0.5118958612
519	0.5115912359
520	0.511318234
521	0.511007761
522	0.5106400812
523	0.5103305647
524	0.5099489174
525	0.5096388054
526	0.5093748752
527	0.5091223965
528	0.5088488226
529	0.5085908314
530	0.5083031723
531	0.5080924482
532	0.5077171634
533	0.5073607864
534	0.5070603684
535	0.506618951
536	0.5062533321
537	0.5058895034
538	0.5055463588
539	0.5052717716
540	0.5049495242
541	0.5046059362
542	0.5044134943
543	0.5041616953
544	0.5038290982
545	0.5036312473
546	0.50327311
547	0.5028782206
548	0.5026295132
549	0.5022529063
550	0.5019842578
551	0.5018112514
552	0.5015686619
553	0.5012264298
554	0.5008723476
555	0.5005835622
556	0.5002038994
557	0.5000154349
558	0.4997079895
559	0.49937308
560	0.4991132752
561	0.498835712
562	0.4987106183
563	0.4984195276
564	0.4980947357
565	0.4978345366
566	0.4975560559
567	0.4972438723
568	0.4969426776
569	0.49659766
570	0.4963923968
571	0.4962302307
572	0.4959594005
573	0.4957997612
574	0.4954992642
575	0.4952847996
576	0.4950773004
577	0.4948283895
578	0.4945453392
579	0.4942618816
580	0.493946459
581	0.4937560927
582	0.4935172442
583	0.4932925527
584	0.492975682
585	0.4928692379
586	0.4926276163
587	0.492418027
588	0.4921521899
589	0.4918675517
590	0.4916305836
591	0.4915268446
592	0.4911915678
593	0.4907923074
594	0.4904974045
595	0.4901826646
596	0.4899948578
597	0.489688359
598	0.489406857
599	0.4892360219
600	0.4890168386
601	0.4886956462
602	0.4883935925
603	0.4881741601
604	0.4879712643
605	0.4877315861
606	0.4874011251
607	0.4871164884
608	0.4868328546
609	0.4866515336
610	0.4864152768
611	0.4861343602
612	0.4858577243
613	0.4855549796
614	0.4852936936
615	0.4850118811
616	0.4848677403
617	0.4845333203
618	0.4841248369
619	0.4839543474
620	0.4836770158
621	0.4835124944
622	0.4833010176
623	0.4831016662
624	0.4827992689
625	0.4825608748
626	0.4823460825
627	0.4821680706
628	0.4818962314
629	0.4816281806
630	0.4813046701
631	0.4809819436
632	0.4807077659
633	0.480448562
634	0.4802667793
635	0.4801096734
636	0.4798711759
637	0.479622
638	0.4792608449
639	0.4789408476
640	0.4788079125
641	0.4785474944
642	0.4783934629
643	0.4781169751
644	0.477989492
645	0.4777998903
646	0.4774638049
647	0.4772287736
648	0.4769901331
649	0.4767426171
650	0.4765310476
651	0.4763830549
652	0.4762429668
653	0.4759805308
654	0.4756709864
655	0.4754676513
656	0.4752139535
657	0.4748883554
658	0.4746785818
659	0.4743359407
660	0.4740782179
661	0.473843441
662	0.4735700152
663	0.4731854009
664	0.4729321818
665	0.4727917981
666	0.4725321726
667	0.4723733908
668	0.4721109312
669	0.4719318587
670	0.4717036067
671	0.4714111204
672	0.4710359867
673	0.4708204883
674	0.470662272
675	0.4704214256
676	0.4701713413
677	0.4700581923
678	0.4698996847
679	0.4695966558
680	0.4692693236
681	0.4690782914
682	0.4689044784
683	0.4686575955
684	0.4683848794
685	0.468200719
686	0.4678834324
687	0.4675526646
688	0.4672943253
689	0.4671273912
690	0.4669128691
691	0.4666761902
692	0.4663443807
693	0.4660669775
694	0.4657555897
695	0.4655646358
696	0.4654218698
697	0.4652600031
698	0.4650380181
699	0.4648604853
700	0.4646188244
701	0.4644637176
702	0.4643245951
703	0.4640451722
704	0.4639040556
705	0.463691535
706	0.4634577767
707	0.4633101678
708	0.4630838586
709	0.4629493014
710	0.462795448
711	0.4624941467
712	0.4622358763
713	0.4619745869
714	0.461765552
715	0.4615684374
716	0.4613338619
717	0.4611821059
718	0.4609290273
719	0.4606933128
720	0.4603477677
721	0.460162892
722	0.459845067
723	0.4597052807
724	0.4594677386
725	0.4593233675
726	0.4591303073
727	0.4589557871
728	0.4588891489
729	0.4586208618
730	0.4584883447
731	0.4582469384
732	0.4581759279
733	0.4578581598
734	0.4576663583
735	0.4574346853
736	0.4572563898
737	0.456988484
738	0.4566519865
739	0.4564187296
740	0.456129111
741	0.455842114
742	0.4556976825
743	0.455527531
744	0.4552728492
745	0.4551465741
746	0.4549104165
747	0.4547102267
748	0.4545572018
749	0.4543429044
750	0.4541426863
751	0.4539660844
752	0.4537725331
753	0.4535451793
754	0.4533044568
755	0.4530049223
756	0.4527281281
757	0.4524956898
758	0.4521733669
759	0.4519547707
760	0.451826813
761	0.4516403613
762	0.4513502246
763	0.4512384801
764	0.4511135662
765	0.4509835523
766	0.4508353867
767	0.450613844
768	0.4505243757
769	0.4503723865
770	0.450026054
771	0.4498852408
772	0.4496778322
773	0.4495430741
774	0.4493233861
775	0.4491305982
776	0.4490430001
777	0.4488737907
778	0.4486121203
779	0.4485228433
780	0.4484012296
781	0.4481778202
782	0.4479656639
783	0.447708131
784	0.4475634133
785	0.4472843508
786	0.4471350178
787	0.446870513
788	0.4468320756
789	0.4465959342
790	0.4463761834
791	0.4462037077
792	0.4459113124
793	0.445762182
794	0.445539177
795	0.4453350599
796	0.4451529955
797	0.4450288215
798	0.4448668561
799	0.4447016287
800	0.4444938145
801	0.4443796689
802	0.4442820918
803	0.4441904249
804	0.4440781567
805	0.4439324765
806	0.4437968933
807	0.4435549455
808	0.443449677
809	0.4433204993
810	0.4431570167
811	0.4429482261
812	0.4427316369
813	0.4426571883
814	0.4423831048
815	0.4421768838
816	0.4419681962
817	0.4416004213
818	0.4414130092
819	0.4411839578
820	0.4410183744
821	0.4408139594
822	0.440586824
823	0.4403938215
824	0.4402018782
825	0.4399972351
826	0.4398779699
827	0.4396633756
828	0.4394868916
829	0.4393838255
830	0.4391155565
831	0.4389458772
832	0.4388547947
833	0.4386139342
834	0.4384601243
835	0.4383344608
836	0.4381203194
837	0.437977089
838	0.4378174923
839	0.4376643898
840	0.4374462805
841	0.4372443145
842	0.4370014525
843	0.436844087
844	0.4367130707
845	0.4364790803
846	0.4363335564
847	0.4362436836
848	0.4361033093
849	0.4358419137
850	0.43569577
851	0.4355447085
852	0.4354286216
853	0.4353661734
854	0.4351364065
855	0.4350314163
856	0.4349237015
857	0.4347524472
858	0.4344673864
859	0.4341677075
860	0.4340351633
861	0.4339765878
862	0.4337716003
863	0.4336294879
864	0.4334911665
865	0.4332679155
866	0.4331375371
867	0.4330119266
868	0.432837621
869	0.4327691704
870	0.4325818457
871	0.4324074153
872	0.4321891689
873	0.4321478347
874	0.4320055908
875	0.4317964858
876	0.4316475342
877	0.4313795423
878	0.4312603811
879	0.4310884825
880	0.4309714891
881	0.4307701709
882	0.4305114931
883	0.4303162652
884	0.4301286894
885	0.4298670427
886	0.4297391361
887	0.4294736605
888	0.4293931626
889	0.429141191
890	0.4290257511
891	0.4289099586
892	0.428726753
893	0.4286301318
894	0.4284355443
895	0.4283736315
896	0.428183906
897	0.428036909
898	0.4278536471
899	0.4276615046
900	0.4275018437
901	0.4273526087
902	0.4271425833
903	0.4270945579
904	0.4268659275
905	0.426738078
906	0.426625751
907	0.4264763369
908	0.4263858262
909	0.4262791205
910	0.4259710233
911	0.4256930915
912	0.4254843308
913	0.4252720959
914	0.4250729174
915	0.4249127661
916	0.4247312871
917	0.4245342641
918	0.4243877057
919	0.4242096527
920	0.4240457619
921	0.4238181013
922	0.4237339715
923	0.4236311942
924	0.4234567824
925	0.4231965541
926	0.4230184847
927	0.4229445163
928	0.4228002504
929	0.4225379645
930	0.4223714169
931	0.4221429157
932	0.4219419774
933	0.4217173104
934	0.4216314193
935	0.4214285377
936	0.421321441
937	0.4211784837
938	0.4210159776
939	0.4209159017
940	0.4208027998
941	0.420634134
942	0.4204964636
943	0.4202843895
944	0.4201915431
945	0.4201391545
946	0.4199144726
947	0.419729596
948	0.4195906021
949	0.4194307134
950	0.4193733525
951	0.4191075707
952	0.4189597542
953	0.4188014157
954	0.4185999882
955	0.418519107
956	0.4183484472
957	0.418261509
958	0.4180986737
959	0.4178995832
960	0.4177283746
961	0.4174283642
962	0.4172463222
963	0.4170292664
964	0.4167670766
965	0.4166408675
966	0.4164205087
967	0.4162733179
968	0.4160312663
969	0.4159084159
970	0.4157636864
971	0.4154866272
972	0.415367894
973	0.4153114443
974	0.4151242263
975	0.4150334975
976	0.4148100798
977	0.4146970986
978	0.4145455806
979	0.4144512561
980	0.4143243332
981	0.4141901285
982	0.4139305928
983	0.4137912473
984	0.4135792085
985	0.4134803312
986	0.4132439679
987	0.4130891606
988	0.4129433801
989	0.4128913159
990	0.4127594385
991	0.412597683
992	0.4124036506
993	0.4122586827
994	0.4121610391
995	0.4119341363
996	0.4117392206
997	0.4116740387
998	0.4114889672
999	0.4112518064
1000	0.4111321287
1001	0.4109374576
1002	0.410779742
1003	0.410622366
1004	0.4105047482
1005	0.4102615358
1006	0.4100510309
1007	0.4099125884
1008	0.4097439292
1009	0.4095280726
1010	0.409412919
1011	0.4092055814
1012	0.409046289
1013	0.4090182956
1014	0.4088535692
1015	0.4086377623
1016	0.4084705598
1017	0.4083065449
1018	0.408236485
1019	0.4080989663
1020	0.4080305754
1021	0.4078419047
1022	0.4076544144
1023	0.4074805783
1024	0.407262669
1025	0.4072012044
1026	0.4070703167
1027	0.4069614004
1028	0.4068547645
1029	0.4067506928
1030	0.4065887662
1031	0.4064602114
1032	0.406319442
1033	0.4061718837
1034	0.4059699591
1035	0.405829125
1036	0.4056535284
1037	0.4055378065
1038	0.4052966929
1039	0.4051365426
1040	0.4049597449
1041	0.4047594251
1042	0.404544699
1043	0.4044029738
1044	0.4042172303
1045	0.4040230818
1046	0.4039432336
1047	0.4037305713
1048	0.4036246232
1049	0.4034223088
1050	0.4032887147
1051	0.4030369358
1052	0.4028559103
1053	0.4026892579
1054	0.4025561415
1055	0.4023632841
1056	0.4021803505
1057	0.4020762385
1058	0.4018881478
1059	0.4017693753
1060	0.4016659074
1061	0.4014754524
1062	0.4013200924
1063	0.4012103235
1064	0.4011887445
1065	0.4010891907
1066	0.4008914401
1067	0.4007194532
1068	0.400570223
1069	0.4004803301
1070	0.400332257
1071	0.4001529118
1072	0.3999621323
1073	0.3998187694
1074	0.3997712863
1075	0.3996909162
1076	0.3995675102
1077	0.3994521964
1078	0.3992878334
1079	0.3990781529
1080	0.3987943314
1081	0.3986796698
1082	0.3985112574
1083	0.3982884864
1084	0.3980786693
1085	0.397904652
1086	0.3977579858
1087	0.3976315985
1088	0.3975250601
1089	0.3972930607
1090	0.3971048661
1091	0.3970267169
1092	0.3968918063
1093	0.396722296
1094	0.3965528777
1095	0.3964836503
1096	0.396364828
1097	0.3962426389
1098	0.3960783613
1099	0.3959527526
1100	0.3958597102
1101	0.3957098709
1102	0.3956502214
1103	0.3954614738
1104	0.3952529266
1105	0.3952098149
1106	0.3951305332
1107	0.3949833574
1108	0.3948761721
1109	0.3948408433
1110	0.3947468502
1111	0.394650062
1112	0.3944479128
1113	0.3943139696
1114	0.3942083866
1115	0.394112217
1116	0.3938948313
1117	0.3938206907
1118	0.3937252876
1119	0.3935676947
1120	0.3934770101
1121	0.3933557642
1122	0.3932355738
1123	0.3931048943
1124	0.3929688391
1125	0.3928292681
1126	0.3926658465
1127	0.3925802267
1128	0.3924076633
1129	0.3922945622
1130	0.3921302938
1131	0.3920098794
1132	0.3918759412
1133	0.3917154137
1134	0.391620963
1135	0.3914922291
1136	0.3914232615
1137	0.391292704
1138	0.3910617697
1139	0.3909045879
1140	0.3907068538
1141	0.3906009334
1142	0.3905393692
1143	0.3903683667
1144	0.3902369594
1145	0.3900288416
1146	0.3899774426
1147	0.3897850069
1148	0.389652077
1149	0.389463338
1150	0.3893485614
1151	0.389233366
1152	0.3889442917
1153	0.3887752086
1154	0.3885473209
1155	0.3884309003
1156	0.3883423395
1157	0.3881308393
1158	0.3879611169
1159	0.3877466163
1160	0.3875858213
1161	0.387472363
1162	0.3872938865
1163	0.3871334172
1164	0.3869439534
1165	0.3868532919
1166	0.3867298276
1167	0.3865793209
1168	0.3864203384
1169	0.3863163241
1170	0.386161327
1171	0.385852893
1172	0.3857254765
1173	0.3855214588
1174	0.3854010817
1175	0.3852882722
1176	0.3852007199
1177	0.3850755147
1178	0.3849447764
1179	0.3847926359
1180	0.3845914543
1181	0.3845051846
1182	0.3844759692
1183	0.3843853208
1184	0.3843172938
1185	0.384232054
1186	0.3840365839
1187	0.3839001089
1188	0.3838251504
1189	0.3837234222
1190	0.3835350691
1191	0.383309535
1192	0.3831738855
1193	0.3830747748
1194	0.3829337205
1195	0.3828547968
1196	0.3827602835
1197	0.3826516096
1198	0.3825318392
1199	0.3823644063
1200	0.3822685176
1201	0.3821878215
1202	0.3820682236
1203	0.3819121243
1204	0.3818156682
1205	0.3817155655
1206	0.3815461049
1207	0.3813756047
1208	0.3812703788
1209	0.3811733259
1210	0.3809756411
1211	0.3807608125
1212	0.3806371657
1213	0.3804425852
1214	0.3802770547
1215	0.3801520168
1216	0.3800467425
1217	0.3799261656
1218	0.3797703893
1219	0.3796519707
1220	0.379420715
1221	0.3793144367
1222	0.3791566638
1223	0.3790432306
1224	0.3788854098
1225	0.3787424204
1226	0.3786138124
1227	0.3784989929
1228	0.3784139341
1229	0.3784088459
1230	0.3783372556
1231	0.3782259336
1232	0.3781488638
1233	0.3779951454
1234	0.3778030027
1235	0.3776741344
1236	0.3775360054
1237	0.3774148094
1238	0.3772867622
1239	0.3772472023
1240	0.3771685418
1241	0.3771077918
1242	0.3769593152
1243	0.3769570667
1244	0.3768366885
1245	0.3766900426
1246	0.3765773407
1247	0.3764691557
1248	0.3763256606
1249	0.3761197275
1250	0.375941268
1251	0.3758016001
1252	0.3756999959
1253	0.3755003948
1254	0.375388298
1255	0.3752158927
1256	0.375101283
1257	0.3749593131
1258	0.3747736089
1259	0.3746197886
1260	0.3744780033
1261	0.3743836607
1262	0.3742329902
1263	0.3741261735
1264	0.3739503371
1265	0.3737753082
1266	0.3736923003
1267	0.3736276698
1268	0.3734271788
1269	0.3733427491
1270	0.3732107546
1271	0.3730935049
1272	0.3729575518
1273	0.3728174735
1274	0.3727919238
1275	0.3726875392
1276	0.3725957647
1277	0.3724387581
1278	0.3723271009
1279	0.3722188934
1280	0.3721239925
1281	0.3718748885
1282	0.3716859548
1283	0.371533951
1284	0.371385575
1285	0.371286182
1286	0.371174916
1287	0.3710044509
1288	0.3708482418
1289	0.3707350404
1290	0.3705420147
1291	0.3704079137
1292	0.3703060022
1293	0.3703039422
1294	0.3701952576
1295	0.3700920956
1296	0.3699502507
1297	0.3698837457
1298	0.3697293868
1299	0.3696847067
1300	0.3694975069
1301	0.3693445145
1302	0.3691813028
1303	0.3690175995
1304	0.3688875418
1305	0.3687150309
1306	0.3685365805
1307	0.3683827499
1308	0.3681771877
1309	0.367933723
1310	0.3678039795
1311	0.367591414
1312	0.3675895086
1313	0.3675150495
1314	0.3674403117
1315	0.3672834877
1316	0.3671363363
1317	0.3670651094
1318	0.3668952693
1319	0.3668071132
1320	0.366602185
1321	0.3664274077
1322	0.3663598844
1323	0.3662412442
1324	0.3660356549
1325	0.3659404277
1326	0.3658380252
1327	0.3656662678
1328	0.3656546194
1329	0.3655078659
1330	0.3653306751
1331	0.365213077
1332	0.3650011687
1333	0.3649101487
1334	0.3647746652
1335	0.3645682594
1336	0.3644644599
1337	0.3643455598
1338	0.3642143547
1339	0.3640708118
1340	0.3639529941
1341	0.3637299171
1342	0.3635891744
1343	0.3634765411
1344	0.3633759259
1345	0.3633410977
1346	0.3633396229
1347	0.3632546114
1348	0.3631914099
1349	0.3630707521
1350	0.3629405798
1351	0.3628146111
1352	0.3626660642
1353	0.36252152
1354	0.3623905621
1355	0.3622938751
1356	0.3621129959
1357	0.3620258668
1358	0.3619075137
1359	0.3616939411
1360	0.3615588841
1361	0.361434893
1362	0.3612984093
1363	0.3611840683
1364	0.3610890775
1365	0.3609737369
1366	0.3608575191
1367	0.3606792975
1368	0.3605060636
1369	0.3603818938
1370	0.3602099881
1371	0.3601686627
1372	0.3599900657
1373	0.3598755721
1374	0.3598357328
1375	0.3597021516
1376	0.3596879587
1377	0.3595100221
1378	0.3593830619
1379	0.3593460039
1380	0.3592109108
1381	0.3590849915
1382	0.3589352093
1383	0.3588372959
1384	0.3586767136
1385	0.3586603149
1386	0.3585240687
1387	0.358482706
1388	0.3583215507
1389	0.3582429308
1390	0.358096703
1391	0.357923681
1392	0.3579141294
1393	0.3576893062
1394	0.3575641126
1395	0.3574345645
1396	0.3572814682
1397	0.3571793859
1398	0.3569901482
1399	0.3567790556
1400	0.3566609516
1401	0.3565269434
1402	0.3563777977
1403	0.3562977441
1404	0.3562037854
1405	0.3561275615
1406	0.355880606
1407	0.3557548609
1408	0.3555901264
1409	0.3554575923
1410	0.3553140988
1411	0.3552000958
1412	0.3550072959
1413	0.3548857421
1414	0.3547667915
1415	0.3546235806
1416	0.3544494967
1417	0.3543649862
1418	0.3541251391
1419	0.3540353572
1420	0.3539236873
1421	0.3538182859
1422	0.3536497299
1423	0.3534540098
1424	0.3534439163
1425	0.3533129658
1426	0.3532555479
1427	0.3530696531
1428	0.3529747116
1429	0.352833529
1430	0.3527668212
1431	0.3526730222
1432	0.3524398182
1433	0.3522244629
1434	0.352114413
1435	0.3519842231
1436	0.3518686557
1437	0.351751139
1438	0.3516162986
1439	0.3514663387
1440	0.3513541885
1441	0.3512743911
1442	0.3511516609
1443	0.3510035778
1444	0.3508400661
1445	0.3507013242
1446	0.3504776229
1447	0.3503562723
1448	0.3502521955
1449	0.350118271
1450	0.3499569369
1451	0.3498928022
1452	0.3498053968
1453	0.3496319832
1454	0.3495227169
1455	0.3493977059
1456	0.3492711954
1457	0.3491655265
1458	0.3491054162
1459	0.3489734137
1460	0.3489052321
1461	0.3487906043
1462	0.3486473363
1463	0.3485196772
1464	0.348385812
1465	0.3482394697
1466	0.3481004573
1467	0.348004804
1468	0.347832111
1469	0.3478055604
1470	0.3476487012
1471	0.3475242209
1472	0.347423414
1473	0.3472446781
1474	0.3471756428
1475	0.3470656587
1476	0.3470576161
1477	0.3469670076
1478	0.3468468124
1479	0.3467258868
1480	0.3465910838
1481	0.346488243
1482	0.3464271342
1483	0.346311403
1484	0.3461344731
1485	0.3459752527
1486	0.3459088158
1487	0.3457965729
1488	0.3456888057
1489	0.3456166788
1490	0.345450149
1491	0.3453773448
1492	0.345239774
1493	0.3451261962
1494	0.3450942584
1495	0.3449416324
1496	0.3448306606
1497	0.3446365996
1498	0.3445984956
1499	0.3444643169
1500	0.3443475985
1501	0.3442577555
1502	0.3441762316
1503	0.3441384211
1504	0.3439858622
1505	0.3439048911
1506	0.3438592991
1507	0.3437529333
1508	0.3436708673
1509	0.3435031935
1510	0.3434238828
1511	0.3433235448
1512	0.343176643
1513	0.3430565855
1514	0.3429443769
1515	0.342838577
1516	0.3426708725
1517	0.3424942755
1518	0.342342354
1519	0.342253653
