iter	RMSE
1520	0.3421201912
1521	0.3420287802
1522	0.3419677383
1523	0.341910572
1524	0.3417765871
1525	0.3416671218
1526	0.3416086179
1527	0.3414599105
1528	0.3413948563
1529	0.3412208315
1530	0.3410622468
1531	0.3409661839
1532	0.3408803776
1533	0.3407790686
1534	0.3406695633
1535	0.3406270525
1536	0.3404527307
1537	0.340322721
1538	0.3402506411
1539	0.3401421968
1540	0.3400385721
1541	0.3399431513
1542	0.3398886865
1543	0.3398871132
1544	0.3397722857
1545	0.339679219
1546	0.3395116593
1547	0.3394049332
1548	0.3392805852
1549	0.339232755
1550	0.3391568166
1551	0.3390296321
1552	0.3389411783
1553	0.3388615823
1554	0.3387647571
1555	0.3386707428
1556	0.3386235806
1557	0.3384908552
1558	0.3384266227
1559	0.3382813234
1560	0.3381892207
1561	0.3380443101
1562	0.3379819412
1563	0.337807736
1564	0.3377271109
1565	0.3376631923
1566	0.3375994477
1567	0.3375319121
1568	0.3374517546
1569	0.3373672983
1570	0.3372930894
1571	0.3371292692
1572	0.3370228453
1573	0.3369302549
1574	0.3368708955
1575	0.3367579551
1576	0.3366131804
1577	0.3365379376
1578	0.3365221399
1579	0.3363788569
1580	0.3362513514
1581	0.3361470954
1582	0.3360513198
1583	0.3359322254
1584	0.3358774601
1585	0.3358347499
1586	0.3358100931
1587	0.3358087365
1588	0.3357175814
1589	0.335593951
1590	0.3355013905
1591	0.3353542001
1592	0.3353478814
1593	0.3352518052
1594	0.3351400888
1595	0.3350373555
1596	0.3348811491
1597	0.3347742034
1598	0.3347207493
1599	0.334624376
1600	0.3344717027
1601	0.334448484
1602	0.3343391166
1603	0.3342321206
1604	0.3341626191
1605	0.3340100405
1606	0.3339166252
1607	0.3339153638
1608	0.3338284708
1609	0.3337146065
1610	0.333569097
1611	0.3334756658
1612	0.333330602
1613	0.3331636242
1614	0.3330293691
1615	0.3329948501
1616	0.3329369702
1617	0.3328017704
1618	0.3327881611
1619	0.3327317701
1620	0.3326359322
1621	0.332490793
1622	0.3324152861
1623	0.3322624773
1624	0.3322560225
1625	0.3322334408
1626	0.3322322785
1627	0.3321434821
1628	0.3320638809
1629	0.3319227666
1630	0.3317866401
1631	0.3317151129
1632	0.3316781918
1633	0.3315709964
1634	0.3315064676
1635	0.3314102704
1636	0.3313334995
1637	0.3312377943
1638	0.3311445464
1639	0.3310831891
1640	0.3310013311
1641	0.3309570177
1642	0.3308712166
1643	0.3307557026
1644	0.3306652038
1645	0.330613929
1646	0.3305276048
1647	0.3304481195
1648	0.3303437648
1649	0.330291964
1650	0.3301373398
1651	0.3299663499
1652	0.3298298801
1653	0.3297520852
1654	0.3296785586
1655	0.3296181367
1656	0.3294833035
1657	0.3292812439
1658	0.3291515351
1659	0.3290066373
1660	0.3288951165
1661	0.3287761824
1662	0.3286980831
1663	0.3285975471
1664	0.3284818721
1665	0.3283866741
1666	0.3282983098
1667	0.3281547157
1668	0.3279951422
1669	0.3278734919
1670	0.3278077385
1671	0.3277088959
1672	0.3275658769
1673	0.3274601755
1674	0.3273672508
1675	0.3272913159
1676	0.3271649315
1677	0.3271643147
1678	0.3270599899
1679	0.3269919439
1680	0.3269119423
1681	0.3268430111
1682	0.3267124489
1683	0.3266997242
1684	0.3265677652
1685	0.3264502081
1686	0.3263773568
1687	0.3262679278
1688	0.3261792611
1689	0.3260802536
1690	0.3259937237
1691	0.3259064046
1692	0.3258562223
1693	0.3257203526
1694	0.3256469179
1695	0.3255982296
1696	0.3254681995
1697	0.3253401384
1698	0.325173254
1699	0.3250850691
1700	0.3249902129
1701	0.3248626272
1702	0.3247560439
1703	0.3246317674
1704	0.3245365408
1705	0.3244507137
1706	0.3243428264
1707	0.3242160892
1708	0.3241354882
1709	0.3239986823
1710	0.3239034723
1711	0.3237983901
1712	0.323671141
1713	0.3235849606
1714	0.3235377461
1715	0.3234755975
1716	0.3233676061
1717	0.3232786608
1718	0.3231511659
1719	0.3230524463
1720	0.3230308094
1721	0.322940969
1722	0.3229028478
1723	0.3227723993
1724	0.3227166039
1725	0.3226231381
1726	0.3225313119
1727	0.3224874604
1728	0.3223886247
1729	0.3222885395
1730	0.3220995904
1731	0.3219553665
1732	0.3219024099
1733	0.3217786418
1734	0.3217340985
1735	0.3216267682
1736	0.3214863464
1737	0.3213520656
1738	0.3212089672
1739	0.3210459682
1740	0.3209242047
1741	0.3208602371
1742	0.3207454066
1743	0.3206178631
1744	0.320517641
1745	0.3203765873
1746	0.3202834557
1747	0.3201933769
1748	0.3200201617
1749	0.3199161344
1750	0.3197766975
1751	0.3196712933
1752	0.319533252
1753	0.3194287389
1754	0.3193583197
1755	0.3192682855
1756	0.3192653661
1757	0.3191633106
1758	0.3191261525
1759	0.3190085956
1760	0.3189122146
1761	0.3187786469
1762	0.3186907258
1763	0.3186026699
1764	0.3184244089
1765	0.3183819729
1766	0.3183474615
1767	0.3181762377
1768	0.3180434755
1769	0.3179832961
1770	0.317896303
1771	0.3178230561
1772	0.3178187642
1773	0.3177969948
1774	0.3176674156
1775	0.3175280949
1776	0.3173864663
1777	0.3172385551
1778	0.3171473058
1779	0.3171144816
1780	0.3170508301
1781	0.3169625695
1782	0.3168915852
1783	0.3168021727
1784	0.3167166929
1785	0.3165307679
1786	0.316418832
1787	0.3163106685
1788	0.3161895119
1789	0.3161377095
1790	0.3161369573
1791	0.3160094822
1792	0.3158782691
1793	0.3158081108
1794	0.315730947
1795	0.315663777
1796	0.3155866338
1797	0.3154565966
1798	0.3153972219
1799	0.3152678711
1800	0.3151595585
1801	0.315009396
1802	0.3149118102
1803	0.3148324037
1804	0.3147451038
1805	0.3146288115
1806	0.3145725356
1807	0.3143932988
1808	0.3143705767
1809	0.3142603707
1810	0.314167592
1811	0.3141280988
1812	0.3140446928
1813	0.313987874
1814	0.3138838775
1815	0.3137232587
1816	0.3136015319
1817	0.3135429327
1818	0.3134338289
1819	0.3132306836
1820	0.3131640917
1821	0.3130133453
1822	0.3129412334
1823	0.3128346489
1824	0.3127879834
1825	0.3126447035
1826	0.3125554507
1827	0.3125229931
1828	0.3123694187
1829	0.3122566205
1830	0.3121792839
1831	0.3120782376
1832	0.3119987458
1833	0.3118487032
1834	0.3117848674
1835	0.311653568
1836	0.3115906291
1837	0.3114951344
1838	0.3113748237
1839	0.3113048681
1840	0.3113038426
1841	0.3112438645
1842	0.3111356774
1843	0.3111345326
1844	0.3110136313
1845	0.3109002509
1846	0.3107623022
1847	0.3106612781
1848	0.3106216629
1849	0.3105366952
1850	0.3103770448
1851	0.310221815
1852	0.3101071726
1853	0.3100493039
1854	0.3099357988
1855	0.3098680756
1856	0.3097076807
1857	0.3096294837
1858	0.3095550033
1859	0.30949694
1860	0.3093668233
1861	0.3092580029
1862	0.3092161233
1863	0.3091318676
1864	0.3090662327
1865	0.308985376
1866	0.3088614032
1867	0.3087627883
1868	0.3086718074
1869	0.3086259036
1870	0.3084970074
1871	0.308445299
1872	0.3083690877
1873	0.3083681513
1874	0.3082679599
1875	0.3081228627
1876	0.3080302027
1877	0.307864241
1878	0.3077917035
1879	0.3076839272
1880	0.3076206618
1881	0.3075239724
1882	0.307375367
1883	0.3073219447
1884	0.3071760769
1885	0.3070927388
1886	0.3069608067
1887	0.3068852489
1888	0.3068052279
1889	0.3067933501
1890	0.3066473047
1891	0.306583679
1892	0.3065158753
1893	0.3063641421
1894	0.3063296547
1895	0.3062703895
1896	0.3062247306
1897	0.3061538295
1898	0.3060797251
1899	0.3059942065
1900	0.3059606944
1901	0.3059373129
1902	0.305853189
1903	0.3057861542
1904	0.3056793411
1905	0.3055499472
1906	0.3054550778
1907	0.3053578982
1908	0.3052929621
1909	0.3051514896
1910	0.3050801953
1911	0.3050129884
1912	0.3049186923
1913	0.3048691623
1914	0.3047554199
1915	0.3046817631
1916	0.3045553584
1917	0.3044438841
1918	0.3043529021
1919	0.3042582433
1920	0.3041003928
1921	0.3039943034
1922	0.3038826186
1923	0.3038192062
1924	0.3037461785
1925	0.3036462081
1926	0.3035291231
1927	0.3033520883
1928	0.3033104381
1929	0.3032556812
1930	0.3031550772
1931	0.3030769043
1932	0.3030255532
1933	0.3029903114
1934	0.3028859773
1935	0.3027052315
1936	0.3026589253
1937	0.3026109471
1938	0.3025335109
1939	0.3024844157
1940	0.3023600353
1941	0.3023385389
1942	0.3023375805
1943	0.3022230616
1944	0.3022047838
1945	0.3021138548
1946	0.3020760132
1947	0.3019512264
1948	0.301859162
1949	0.3017605362
1950	0.3016285758
1951	0.3015181378
1952	0.3014020412
1953	0.3012996529
1954	0.3012105741
1955	0.3010919576
1956	0.3010017189
1957	0.300912404
1958	0.3008546759
1959	0.3007864633
1960	0.3006711356
1961	0.3005262418
1962	0.3004300104
1963	0.3003558995
1964	0.3002860777
1965	0.3001465573
1966	0.3000206547
1967	0.2998997726
1968	0.2998104675
1969	0.2997661367
1970	0.2996565844
1971	0.2996124346
1972	0.2996079094
1973	0.2995711645
1974	0.2995119323
1975	0.2993887343
1976	0.2993188776
1977	0.2991835716
1978	0.2991158359
1979	0.2990293573
1980	0.2989499976
1981	0.2988278116
1982	0.2987383571
1983	0.2986722662
1984	0.2986315117
1985	0.2984969774
1986	0.2984306484
1987	0.2983396952
1988	0.2982696417
1989	0.2982050067
1990	0.2981812435
1991	0.2980946505
1992	0.2980171114
1993	0.2979154022
1994	0.2978242092
1995	0.2977262987
1996	0.2976697634
1997	0.2975604238
1998	0.2974817744
1999	0.2973999306
2000	0.2973158638
2001	0.2972202873
2002	0.2971135003
2003	0.2970263351
2004	0.2970044843
2005	0.296970385
2006	0.2968825362
2007	0.2967935682
2008	0.2966823206
2009	0.2966029252
2010	0.2965520969
2011	0.2964520372
2012	0.2963599187
2013	0.2962410202
2014	0.2961446145
2015	0.2960515653
2016	0.2959342157
2017	0.2957929468
2018	0.2957112047
2019	0.2956454015
2020	0.2955165929
2021	0.2954503012
2022	0.2953684783
2023	0.295225803
2024	0.2951365101
2025	0.2950495729
2026	0.295021199
2027	0.294951962
2028	0.2948292221
2029	0.2948016721
2030	0.2947576986
2031	0.2946420172
2032	0.2945938044
2033	0.2944885315
2034	0.2944221414
2035	0.2942849008
2036	0.2941923266
2037	0.2940836068
2038	0.2939935328
2039	0.2939251516
2040	0.2938195136
2041	0.2937440374
2042	0.293608925
2043	0.2935722113
2044	0.2935296114
2045	0.2934029286
2046	0.2932950199
2047	0.2932002282
2048	0.2931208085
2049	0.2930551373
2050	0.292943038
2051	0.292825327
2052	0.2927377396
2053	0.2927156444
2054	0.2925940516
2055	0.2925197493
2056	0.2924468683
2057	0.292340321
2058	0.2922668473
2059	0.2921503458
2060	0.2920866356
2061	0.2920177774
2062	0.291957068
2063	0.2918845797
2064	0.2918625047
2065	0.2917780316
2066	0.2917701257
2067	0.2917144434
2068	0.2916546127
2069	0.2916119796
2070	0.2915314868
2071	0.2914924533
2072	0.2914516961
2073	0.2913262882
2074	0.2912930714
2075	0.2912394628
2076	0.291181322
2077	0.2910863434
2078	0.2910359248
2079	0.2909186178
2080	0.2908559171
2081	0.2907754952
2082	0.290742649
2083	0.2906612334
2084	0.2905643568
2085	0.2904578055
2086	0.290392245
2087	0.2903183039
2088	0.2902605625
2089	0.2901439718
2090	0.2900339377
2091	0.289892922
2092	0.2897975838
2093	0.2897129781
2094	0.2896161616
2095	0.2895213069
2096	0.2894300707
2097	0.2893568135
2098	0.289279904
2099	0.2891887831
2100	0.2890539642
2101	0.2889638231
2102	0.2888993941
2103	0.2887997894
2104	0.2886636181
2105	0.2885873503
2106	0.2885117545
2107	0.2883795261
2108	0.2883265953
2109	0.2882973427
2110	0.2882069634
2111	0.2880868037
2112	0.288012782
2113	0.2878696201
2114	0.2878624765
2115	0.2878263395
2116	0.2878210241
2117	0.2876907873
2118	0.287680281
2119	0.2875352858
2120	0.2874670462
2121	0.28738838
2122	0.2873134309
2123	0.287268512
2124	0.2871897659
2125	0.2871234653
2126	0.2870627933
2127	0.2869163697
2128	0.2868555425
2129	0.2867873944
2130	0.28672035
2131	0.2866040365
2132	0.2865300484
2133	0.2865256371
2134	0.2864989362
2135	0.2864248266
2136	0.2863517995
2137	0.2863166484
2138	0.2862322336
2139	0.2861807779
2140	0.286122217
2141	0.2860090649
2142	0.2859597209
2143	0.2858933277
2144	0.2858299012
2145	0.285718465
2146	0.2855934001
2147	0.2854640048
2148	0.2853746874
2149	0.2853132262
2150	0.2852446704
2151	0.2851360155
2152	0.2850154829
2153	0.2850124707
2154	0.2849764638
2155	0.2848907724
2156	0.2847994502
2157	0.2846888698
2158	0.2845929483
2159	0.2845117628
2160	0.2844655599
2161	0.2843752268
2162	0.2842590691
2163	0.284167375
2164	0.2841215547
2165	0.2840537851
2166	0.2839692719
2167	0.2839052402
2168	0.2838188799
2169	0.2837872032
2170	0.2837144821
2171	0.2836490522
2172	0.2835817944
2173	0.2834810028
2174	0.2833766491
2175	0.2832838741
2176	0.2831714957
2177	0.2830959069
2178	0.283021657
2179	0.2828885133
2180	0.2828189417
2181	0.2827366052
2182	0.2826660234
2183	0.2826039362
2184	0.2824999013
2185	0.2824326168
2186	0.2823281928
2187	0.2822911477
2188	0.2821672363
2189	0.282060647
2190	0.2819989809
2191	0.2818877422
2192	0.2818331588
2193	0.2817677375
2194	0.2817049025
2195	0.2815981239
2196	0.2814837215
2197	0.281416974
2198	0.2813233023
2199	0.2811899601
2200	0.2811013223
2201	0.2810107235
2202	0.2809594624
2203	0.2808858864
2204	0.2808258935
2205	0.2807142615
2206	0.2806445779
2207	0.2805910082
2208	0.2805146906
2209	0.2804193811
2210	0.2803103713
2211	0.2802515372
2212	0.2801430555
2213	0.2800648025
2214	0.2799685718
2215	0.2798726774
2216	0.2797515821
2217	0.2796907352
2218	0.2796418562
2219	0.2796085445
2220	0.2795068043
2221	0.2794257228
2222	0.2793184136
2223	0.2792753599
2224	0.2791693942
2225	0.279127738
2226	0.2790198667
2227	0.2789386381
2228	0.2788290752
2229	0.2787621331
2230	0.2787083326
2231	0.2786399898
2232	0.2785201181
2233	0.2784233732
2234	0.2783356987
2235	0.2782005758
2236	0.2781716817
2237	0.2780883589
2238	0.2780264982
2239	0.2779294083
2240	0.2778526492
2241	0.2778176891
2242	0.2777299533
2243	0.2776726735
2244	0.2775546455
2245	0.2774465524
2246	0.2773946714
2247	0.2773792166
2248	0.2773062886
2249	0.2772472924
2250	0.2771702427
2251	0.2770640618
2252	0.2770072563
2253	0.2769052074
2254	0.2768211813
2255	0.2767425452
2256	0.2766616195
2257	0.2766554365
2258	0.2765526802
2259	0.276437801
2260	0.2763566515
2261	0.2762473007
2262	0.2762010367
2263	0.2761454313
2264	0.2760611271
2265	0.2759536283
2266	0.2758645286
2267	0.2758431968
2268	0.2757714483
2269	0.2756742064
2270	0.2755799112
2271	0.2754976001
2272	0.2754144665
2273	0.275371822
2274	0.2753083785
2275	0.275227399
2276	0.2751781287
2277	0.2750647344
2278	0.2750087514
2279	0.2749098803
2280	0.2748538815
2281	0.2747748889
2282	0.2746972424
2283	0.2745999967
2284	0.2745607936
2285	0.2744979957
2286	0.2744317453
2287	0.2743237924
2288	0.2742337762
2289	0.2741579604
2290	0.2741035842
2291	0.2740301154
2292	0.2739271182
2293	0.2738341776
2294	0.2737946237
2295	0.2737242396
2296	0.273628328
2297	0.2734854357
2298	0.2733882884
2299	0.2733177112
2300	0.2732450236
2301	0.2731709433
2302	0.2731394418
2303	0.2730105645
2304	0.2729548815
2305	0.2728883228
2306	0.2727752156
2307	0.2727114727
2308	0.2726044747
2309	0.2725390283
2310	0.2724717005
2311	0.2723701623
2312	0.272226953
2313	0.2722045834
2314	0.2720966777
2315	0.2719937393
2316	0.2719368222
2317	0.271842409
2318	0.2717887174
2319	0.2717827553
2320	0.2717427037
2321	0.2716624262
2322	0.2716391921
2323	0.2715200351
2324	0.2714800385
2325	0.271364573
2326	0.271249563
2327	0.2712246083
2328	0.2711506644
2329	0.2710545413
2330	0.2709602123
2331	0.2708908971
2332	0.27080636
2333	0.2707156999
2334	0.2706124827
2335	0.2706113282
2336	0.2705768108
2337	0.2705761379
2338	0.2704920283
2339	0.2703729622
2340	0.2702693972
2341	0.270218662
2342	0.2701457167
2343	0.2700692055
2344	0.26994915
2345	0.2698491589
2346	0.2698009124
2347	0.2697101372
2348	0.2696268502
2349	0.2695192795
2350	0.2694591755
2351	0.269379744
2352	0.2692944536
2353	0.2691985293
2354	0.2690945302
2355	0.2689624927
2356	0.2689068563
2357	0.2688424153
2358	0.2688007955
2359	0.2687681187
2360	0.268701509
2361	0.2686506407
2362	0.2685595506
2363	0.2684468334
2364	0.2683556715
2365	0.2682422653
2366	0.268175126
2367	0.2680936509
2368	0.2679869135
2369	0.2679180535
2370	0.2677582926
2371	0.2676623711
2372	0.2675744846
2373	0.267505294
2374	0.2674197843
2375	0.2673771901
2376	0.2673066305
2377	0.2672402815
2378	0.2672337579
2379	0.2670980775
2380	0.2670222397
2381	0.266926245
2382	0.2668096879
2383	0.2667664499
2384	0.2666759189
2385	0.2665985304
2386	0.2665481883
2387	0.2664830645
2388	0.2664044511
2389	0.2663526821
2390	0.2663457461
2391	0.2662571229
2392	0.2661645848
2393	0.2660920944
2394	0.266003915
2395	0.2659005479
2396	0.2657864601
2397	0.265670304
2398	0.2656067007
2399	0.265540176
2400	0.2655016454
2401	0.2654264157
2402	0.2653851036
2403	0.2653438197
2404	0.2652895145
2405	0.2651870262
2406	0.2650773375
2407	0.2650197515
2408	0.2649238647
2409	0.2648481065
2410	0.2647159169
2411	0.2646316806
2412	0.2645374834
2413	0.264415069
2414	0.2643660434
2415	0.2642928924
2416	0.2642032406
2417	0.2641370834
2418	0.2640664641
2419	0.2639864295
2420	0.2639199965
2421	0.2638366256
2422	0.2637475573
2423	0.2636747637
2424	0.2636028402
2425	0.2635329551
2426	0.2635075126
2427	0.2634474747
2428	0.263400881
2429	0.2633342339
2430	0.2632997527
2431	0.2632116565
2432	0.2631179243
2433	0.2630460393
2434	0.2629380811
2435	0.2628671818
2436	0.2627914018
2437	0.2627324681
2438	0.2626277028
2439	0.2625838883
2440	0.2625125259
2441	0.2624397129
2442	0.2623498528
2443	0.262256201
2444	0.2621918503
2445	0.2621260026
2446	0.2620478754
2447	0.2619571885
2448	0.2619031153
2449	0.2618413272
2450	0.261718837
2451	0.2616665925
2452	0.2615834242
2453	0.2615273364
2454	0.2614474669
2455	0.2613974135
2456	0.2613824295
2457	0.2613047926
2458	0.2612272961
2459	0.2611554592
2460	0.261079251
2461	0.2609624457
2462	0.2608826418
2463	0.2608508745
2464	0.2607731599
2465	0.2606829425
2466	0.2606323236
2467	0.2605654857
2468	0.2605576692
2469	0.260463855
2470	0.2603840373
2471	0.2603262054
2472	0.2602916268
2473	0.260254076
2474	0.260200379
2475	0.2601400594
2476	0.2600600224
2477	0.2599897276
2478	0.2599230926
2479	0.2598781149
2480	0.2598177155
2481	0.2597152759
2482	0.2596329966
2483	0.2595426389
2484	0.2595406421
2485	0.2594814139
2486	0.2594810183
2487	0.2593809427
2488	0.2593330118
2489	0.2592340782
2490	0.2592198695
2491	0.259114015
2492	0.2590048156
2493	0.258926915
2494	0.2588722895
2495	0.2588397927
2496	0.2587843132
2497	0.2586829887
2498	0.2585899135
2499	0.2585509143
2500	0.258456196
2501	0.2584110875
2502	0.2583651374
2503	0.2582922071
2504	0.2582627105
2505	0.2582167428
2506	0.2581428942
2507	0.2580176936
2508	0.2579481364
2509	0.2578530184
2510	0.2577750129
2511	0.2577368685
2512	0.2576478091
2513	0.2575600344
2514	0.2574412836
2515	0.2573329515
2516	0.2572755648
2517	0.257214088
2518	0.2571421237
2519	0.2570997555
2520	0.2570017456
2521	0.2569139045
2522	0.2568286482
2523	0.2567380801
2524	0.2566963897
2525	0.2566140391
2526	0.2565876277
2527	0.2565079172
2528	0.2564607343
2529	0.2564262902
2530	0.2563577037
2531	0.2562941748
2532	0.2561886802
2533	0.2560988229
2534	0.256011112
2535	0.2559594687
2536	0.2558985239
2537	0.2558202674
2538	0.2557620895
2539	0.2556634736
2540	0.2555927704
2541	0.255531045
2542	0.2555290317
2543	0.2554710445
2544	0.2554233938
2545	0.2554092868
2546	0.2553617782
2547	0.2552908348
2548	0.2552006216
2549	0.2551553079
2550	0.2550667914
2551	0.2550161223
2552	0.2549599976
2553	0.2549230413
2554	0.2548714047
2555	0.2547629739
2556	0.2547166964
2557	0.2546413208
2558	0.2545392522
2559	0.2544813289
2560	0.254408653
2561	0.2543465377
2562	0.2542714387
2563	0.2542421346
2564	0.2541815191
2565	0.2541373702
2566	0.2540721792
2567	0.2540259692
2568	0.254005903
2569	0.2539168448
2570	0.2538449387
2571	0.2537821266
2572	0.253733206
2573	0.2536780331
2574	0.2536082455
2575	0.2535454455
2576	0.2534807151
2577	0.2534368378
2578	0.253365001
2579	0.2533128266
2580	0.2532410714
2581	0.2532001525
2582	0.253146347
2583	0.2531117873
2584	0.2530554207
2585	0.2529905183
2586	0.2529037065
2587	0.2528988505
2588	0.2528704213
2589	0.2528151615
2590	0.2527864289
2591	0.2527236895
2592	0.252723216
2593	0.2526590609
2594	0.2526065669
2595	0.2525359253
2596	0.2524698794
2597	0.2523419422
2598	0.2522877778
2599	0.2522251004
2600	0.2521907941
2601	0.2521236274
2602	0.2520902071
2603	0.2520520945
2604	0.2519962312
2605	0.2519588514
2606	0.2519064796
2607	0.2518212949
2608	0.2517295393
2609	0.2516670785
2610	0.2516108066
2611	0.2515456442
2612	0.2514519935
2613	0.2513907257
2614	0.2513076032
2615	0.2512367496
2616	0.2512074566
2617	0.2511811975
2618	0.2510834843
2619	0.2509804007
2620	0.2509360001
2621	0.2508832567
2622	0.2508313116
2623	0.2507851775
2624	0.2506694143
2625	0.2506005096
2626	0.250547894
2627	0.2504205643
2628	0.2503828852
2629	0.2502515724
2630	0.2502158601
2631	0.2501800136
2632	0.2501271269
2633	0.2500585742
2634	0.250043667
2635	0.2499660622
2636	0.2498968398
2637	0.2498353208
2638	0.2497605005
2639	0.2496548996
2640	0.2495834573
2641	0.2495429144
2642	0.2494346583
2643	0.2493889135
2644	0.2493048547
2645	0.2492515952
2646	0.2491758934
2647	0.2491112282
2648	0.2490545642
2649	0.2489479177
2650	0.2488583373
2651	0.2488417975
2652	0.2487153511
2653	0.2486635176
2654	0.2486188935
2655	0.2485483625
2656	0.248470294
2657	0.2484698333
2658	0.2484481454
2659	0.2483485364
2660	0.2483176953
2661	0.2482596424
2662	0.2481927085
2663	0.2481058803
2664	0.2480019863
2665	0.2479445864
2666	0.2478566544
2667	0.2477675543
2668	0.2476820343
2669	0.2476333126
2670	0.2476053424
2671	0.2475528806
2672	0.2474920783
2673	0.2474187253
2674	0.2473613085
2675	0.2473168339
2676	0.2472384336
2677	0.2472011797
2678	0.2471468843
2679	0.2471016979
2680	0.2470570821
2681	0.2469335997
2682	0.2468767377
2683	0.2467935887
2684	0.2467492275
2685	0.2466928177
2686	0.2466662698
2687	0.246609224
2688	0.2465402281
2689	0.2464964793
2690	0.2464301475
2691	0.2463231861
2692	0.2462474613
2693	0.2461527121
2694	0.2460763776
2695	0.2460156795
2696	0.2459240257
2697	0.2458736473
2698	0.2458400865
2699	0.2458384143
2700	0.2458203994
2701	0.2457497195
2702	0.2457066341
2703	0.2456396166
2704	0.2455838186
2705	0.2455414081
2706	0.2454669628
2707	0.2454102769
2708	0.2453356817
2709	0.2452783792
2710	0.245246951
2711	0.2451910296
2712	0.2451616395
2713	0.2451255106
2714	0.2450798178
2715	0.244986443
2716	0.244893004
2717	0.2448374773
2718	0.2447744487
2719	0.2447214262
2720	0.2446548851
2721	0.2446116786
2722	0.2445347009
2723	0.2444190789
2724	0.2443795206
2725	0.2443643296
2726	0.2442970727
2727	0.2442035199
2728	0.244152136
2729	0.2440968773
2730	0.2439734957
2731	0.2439210879
2732	0.2438844732
2733	0.2438212263
2734	0.243767631
2735	0.2436842317
2736	0.2435812354
2737	0.2435032786
2738	0.243402682
2739	0.2433293556
2740	0.2432925955
2741	0.2432589152
2742	0.2432434622
2743	0.2431505426
2744	0.2430407573
2745	0.2429808789
2746	0.242920674
2747	0.2428238306
2748	0.2427418998
2749	0.2426548243
2750	0.2425643659
2751	0.2425197373
2752	0.2424883467
2753	0.2424150432
2754	0.2424018124
2755	0.2422850675
2756	0.2422263342
2757	0.242126753
2758	0.2420604826
2759	0.2419886176
2760	0.2419189551
2761	0.2418604867
2762	0.2418127231
2763	0.2417380087
2764	0.2416730987
2765	0.2415837915
2766	0.2415302936
2767	0.2414792313
2768	0.2414294061
2769	0.2413732455
2770	0.2413168137
2771	0.2412910143
2772	0.2411840069
2773	0.2410977374
2774	0.2410808296
2775	0.2410017689
2776	0.2409865765
2777	0.2409446121
2778	0.2408535875
2779	0.2407849625
2780	0.2407197444
2781	0.2406665522
2782	0.2406257965
2783	0.2405893693
2784	0.2404890459
2785	0.2404355791
2786	0.2403768432
2787	0.2403444327
2788	0.2402561773
2789	0.2401741359
2790	0.2401110233
2791	0.2400126686
2792	0.2399842968
2793	0.2399180657
2794	0.2398894115
2795	0.2398182813
2796	0.2397580015
2797	0.2396577633
2798	0.23963951
2799	0.2395770039
2800	0.2395280695
2801	0.2394532081
2802	0.2394014283
2803	0.2393203845
2804	0.2392626297
2805	0.2392494378
2806	0.2392029625
2807	0.2391519294
2808	0.2391115471
2809	0.2390767343
2810	0.2390425699
2811	0.2389868722
2812	0.2388963263
2813	0.238822153
2814	0.2387437808
2815	0.2386387515
2816	0.2385738162
2817	0.2385653742
2818	0.2384794068
2819	0.2383751
2820	0.2382761329
2821	0.238195882
2822	0.2381103233
2823	0.2380322316
2824	0.2379386691
2825	0.2378637269
2826	0.2378236326
2827	0.2377656796
2828	0.2377179774
2829	0.2376759683
2830	0.2376315299
2831	0.2375299509
2832	0.2374901064
2833	0.2374236188
2834	0.2373504005
2835	0.2373160951
2836	0.237291357
2837	0.2371859295
2838	0.2371173877
2839	0.237080075
2840	0.2370449081
2841	0.2369298324
2842	0.2368230301
2843	0.2367439385
2844	0.2366796459
2845	0.2366650779
2846	0.2366233274
2847	0.2365708361
2848	0.2365374365
2849	0.2365054231
2850	0.2364683366
2851	0.2363986414
2852	0.2363254411
2853	0.2362696874
2854	0.2362092981
2855	0.2361346991
2856	0.2360955447
2857	0.2360637028
2858	0.2360171908
2859	0.2359351202
2860	0.2358916944
2861	0.2358261916
2862	0.2357586037
2863	0.2357003993
2864	0.2356214388
2865	0.2355680998
2866	0.2355529706
2867	0.2354466025
2868	0.2353910586
2869	0.2353062254
2870	0.2352367291
2871	0.235192622
2872	0.2351221683
2873	0.2350436573
2874	0.2349673516
2875	0.2349227042
2876	0.2348395772
2877	0.2347673381
2878	0.2346576586
2879	0.2345908623
2880	0.2344846671
2881	0.2344397957
2882	0.2343795913
2883	0.2343055332
2884	0.234203201
2885	0.2341520456
2886	0.2340601043
2887	0.2340185477
2888	0.2339596339
2889	0.2338639794
2890	0.2338072633
2891	0.2337347718
2892	0.2336629925
2893	0.23362652
2894	0.2335744003
2895	0.2334979737
2896	0.2334571965
2897	0.2333996315
2898	0.2333417662
2899	0.2333099293
2900	0.2332338419
2901	0.2331796331
2902	0.2330986857
2903	0.2330008338
2904	0.232915375
2905	0.2328429032
2906	0.2327859614
2907	0.232707511
2908	0.2326657979
2909	0.2325951209
2910	0.2325546777
2911	0.232518383
2912	0.2324746834
2913	0.232422047
2914	0.2323796261
2915	0.2322577257
2916	0.2322384901
2917	0.2321611027
2918	0.2321123847
2919	0.2320761589
2920	0.2320760403
2921	0.2320576552
2922	0.2320054399
2923	0.2319441537
2924	0.2318894688
2925	0.2318630872
2926	0.2318188101
2927	0.2317636636
2928	0.23168966
2929	0.2316485652
2930	0.2316244986
