iter	Passed	Remaining
1692	5379	4152
1693	5381	4149
1694	5384	4145
1695	5387	4142
1696	5390	4138
1697	5393	4135
1698	5396	4132
1699	5398	4128
1700	5401	4124
1701	5404	4121
1702	5407	4118
1703	5410	4115
1704	5413	4111
1705	5416	4108
1706	5420	4106
1707	5423	4102
1708	5426	4099
1709	5429	4096
1710	5432	4092
1711	5435	4089
1712	5438	4086
1713	5441	4082
1714	5444	4079
1715	5447	4076
1716	5450	4072
1717	5453	4069
1718	5456	4066
1719	5460	4063
1720	5462	4059
1721	5465	4056
1722	5468	4053
1723	5471	4049
1724	5474	4046
1725	5477	4042
1726	5480	4039
1727	5483	4036
1728	5486	4032
1729	5489	4029
1730	5492	4026
1731	5495	4023
1732	5497	4019
1733	5501	4016
1734	5504	4013
1735	5507	4010
1736	5510	4006
1737	5513	4003
1738	5515	3999
1739	5519	3996
1740	5522	3993
1741	5525	3990
1742	5528	3986
1743	5531	3983
1744	5534	3980
1745	5537	3977
1746	5540	3973
1747	5543	3970
1748	5546	3966
1749	5549	3963
1750	5552	3960
1751	5555	3957
1752	5559	3954
1753	5563	3951
1754	5565	3948
1755	5569	3945
1756	5572	3942
1757	5575	3938
1758	5577	3935
1759	5580	3931
1760	5583	3928
1761	5586	3925
1762	5589	3921
1763	5591	3918
1764	5594	3914
1765	5597	3911
1766	5600	3907
1767	5603	3904
1768	5606	3901
1769	5609	3897
1770	5611	3894
1771	5614	3890
1772	5617	3887
1773	5620	3884
1774	5623	3880
1775	5626	3877
1776	5628	3874
1777	5632	3870
1778	5634	3867
1779	5637	3863
1780	5640	3860
1781	5643	3857
1782	5646	3854
1783	5649	3850
1784	5652	3847
1785	5655	3844
1786	5658	3840
1787	5661	3837
1788	5664	3834
1789	5667	3831
1790	5670	3827
1791	5674	3825
1792	5677	3821
1793	5679	3818
1794	5682	3815
1795	5685	3811
1796	5688	3808
1797	5691	3805
1798	5694	3801
1799	5697	3798
1800	5700	3795
1801	5703	3791
1802	5706	3788
1803	5709	3785
1804	5712	3781
1805	5715	3778
1806	5718	3775
1807	5721	3772
1808	5724	3768
1809	5726	3765
1810	5729	3761
1811	5732	3758
1812	5735	3755
1813	5738	3751
1814	5741	3748
1815	5744	3745
1816	5747	3742
1817	5750	3738
1818	5753	3735
1819	5756	3732
1820	5760	3729
1821	5763	3726
1822	5766	3723
1823	5769	3720
1824	5773	3717
1825	5776	3713
1826	5779	3710
1827	5782	3707
1828	5785	3704
1829	5788	3700
1830	5791	3697
1831	5794	3694
1832	5797	3691
1833	5800	3687
1834	5804	3685
1835	5807	3681
1836	5810	3678
1837	5812	3674
1838	5815	3671
1839	5818	3668
1840	5822	3665
1841	5824	3661
1842	5827	3658
1843	5830	3655
1844	5833	3651
1845	5836	3648
1846	5839	3645
1847	5842	3641
1848	5845	3638
1849	5848	3635
1850	5852	3632
1851	5855	3629
1852	5858	3626
1853	5861	3623
1854	5864	3619
1855	5867	3616
1856	5870	3613
1857	5873	3610
1858	5876	3606
1859	5879	3603
1860	5882	3600
1861	5885	3596
1862	5888	3593
1863	5891	3590
1864	5894	3587
1865	5897	3583
1866	5900	3580
1867	5902	3576
1868	5905	3573
1869	5908	3570
1870	5912	3567
1871	5914	3564
1872	5917	3560
1873	5921	3557
1874	5924	3554
1875	5927	3551
1876	5930	3548
1877	5934	3545
1878	5936	3541
1879	5939	3538
1880	5943	3535
1881	5946	3532
1882	5949	3528
1883	5952	3525
1884	5955	3522
1885	5957	3519
1886	5961	3516
1887	5964	3512
1888	5967	3509
1889	5970	3506
1890	5972	3502
1891	5975	3499
1892	5978	3496
1893	5982	3493
1894	5985	3489
1895	5988	3486
1896	5991	3483
1897	5994	3480
1898	5997	3477
1899	6000	3473
1900	6003	3470
1901	6006	3467
1902	6009	3464
1903	6012	3461
1904	6015	3457
1905	6018	3454
1906	6021	3451
1907	6024	3448
1908	6027	3444
1909	6030	3441
1910	6033	3438
1911	6036	3435
1912	6039	3431
1913	6043	3429
1914	6046	3425
1915	6049	3422
1916	6052	3419
1917	6055	3416
1918	6058	3412
1919	6061	3409
1920	6064	3406
1921	6067	3403
1922	6070	3399
1923	6074	3396
1924	6077	3393
1925	6080	3390
1926	6083	3387
1927	6086	3384
1928	6089	3380
1929	6092	3377
1930	6094	3374
1931	6097	3370
1932	6100	3367
1933	6103	3364
1934	6106	3361
1935	6109	3357
1936	6112	3354
1937	6115	3351
1938	6118	3348
1939	6122	3345
1940	6125	3341
1941	6128	3338
1942	6130	3335
1943	6133	3331
1944	6136	3328
1945	6140	3325
1946	6143	3322
1947	6146	3319
1948	6149	3316
1949	6152	3312
1950	6155	3309
1951	6158	3306
1952	6161	3303
1953	6164	3300
1954	6167	3296
1955	6170	3293
1956	6173	3290
1957	6176	3286
1958	6180	3284
1959	6183	3280
1960	6186	3277
1961	6189	3274
1962	6192	3271
1963	6195	3267
1964	6197	3264
1965	6200	3261
1966	6203	3257
1967	6206	3254
1968	6209	3251
1969	6212	3248
1970	6215	3244
1971	6218	3241
1972	6221	3238
1973	6224	3235
1974	6227	3232
1975	6230	3228
1976	6233	3225
1977	6236	3222
1978	6239	3218
1979	6242	3215
1980	6245	3212
1981	6248	3209
1982	6251	3206
1983	6255	3203
1984	6259	3200
1985	6262	3197
1986	6264	3193
1987	6267	3190
1988	6271	3187
1989	6281	3188
1990	6286	3185
1991	6291	3183
1992	6296	3181
1993	6300	3178
1994	6303	3175
1995	6307	3172
1996	6313	3171
1997	6318	3168
1998	6321	3165
1999	6324	3162
2000	6327	3159
2001	6330	3155
2002	6334	3152
2003	6337	3149
2004	6341	3147
2005	6344	3143
2006	6348	3141
2007	6352	3138
2008	6356	3135
2009	6359	3132
2010	6362	3129
2011	6366	3126
2012	6369	3123
2013	6373	3120
2014	6376	3117
2015	6379	3113
2016	6382	3110
2017	6386	3107
2018	6389	3104
2019	6392	3101
2020	6395	3097
2021	6398	3094
2022	6401	3091
2023	6404	3088
2024	6407	3085
2025	6411	3082
2026	6412	3077
2027	6416	3075
2028	6419	3072
2029	6422	3068
2030	6425	3065
2031	6427	3061
2032	6431	3059
2033	6434	3055
2034	6438	3053
2035	6441	3049
2036	6444	3046
2037	6447	3043
2038	6451	3040
2039	6457	3038
2040	6461	3036
2041	6468	3034
2042	6471	3031
2043	6474	3028
2044	6478	3025
2045	6481	3022
2046	6484	3019
2047	6487	3015
2048	6490	3012
2049	6493	3009
2050	6496	3005
2051	6499	3002
2052	6502	2999
2053	6505	2996
2054	6507	2992
2055	6510	2989
2056	6513	2986
2057	6517	2983
2058	6520	2979
2059	6523	2976
2060	6527	2973
2061	6530	2970
2062	6533	2967
2063	6536	2964
2064	6539	2961
2065	6542	2957
2066	6546	2954
2067	6549	2951
2068	6552	2948
2069	6555	2945
2070	6558	2941
2071	6561	2938
2072	6564	2935
2073	6567	2932
2074	6569	2928
2075	6573	2925
2076	6576	2922
2077	6580	2919
2078	6583	2916
2079	6586	2913
2080	6589	2910
2081	6592	2906
2082	6595	2903
2083	6598	2900
2084	6601	2897
2085	6604	2893
2086	6607	2890
2087	6611	2887
2088	6614	2884
2089	6617	2881
2090	6620	2878
2091	6623	2874
2092	6626	2871
2093	6629	2868
2094	6631	2864
2095	6635	2861
2096	6638	2858
2097	6641	2855
2098	6644	2852
2099	6647	2849
2100	6650	2845
2101	6654	2842
2102	6656	2839
2103	6659	2835
2104	6662	2832
2105	6664	2829
2106	6668	2826
2107	6670	2822
2108	6673	2819
2109	6676	2816
2110	6680	2813
2111	6683	2810
2112	6686	2806
2113	6689	2803
2114	6693	2800
2115	6696	2797
2116	6700	2794
2117	6703	2791
2118	6706	2788
2119	6709	2785
2120	6713	2782
2121	6716	2778
2122	6719	2775
2123	6722	2772
2124	6725	2769
2125	6730	2766
2126	6733	2763
2127	6736	2760
2128	6739	2757
2129	6743	2754
2130	6746	2751
2131	6749	2748
2132	6753	2744
2133	6756	2741
2134	6759	2738
2135	6763	2735
2136	6766	2732
2137	6769	2729
2138	6772	2726
2139	6778	2723
2140	6781	2720
2141	6784	2717
2142	6787	2714
2143	6791	2711
2144	6795	2708
2145	6798	2705
2146	6801	2702
2147	6804	2699
2148	6808	2696
2149	6812	2693
2150	6814	2689
2151	6817	2686
2152	6820	2683
2153	6825	2680
2154	6828	2677
2155	6831	2674
2156	6834	2670
2157	6838	2668
2158	6841	2665
2159	6845	2662
2160	6849	2659
2161	6852	2656
2162	6856	2653
2163	6859	2650
2164	6862	2646
2165	6866	2644
2166	6870	2641
2167	6873	2637
2168	6876	2634
2169	6880	2631
2170	6883	2628
2171	6886	2625
2172	6889	2622
2173	6892	2618
2174	6895	2615
2175	6898	2612
2176	6901	2609
2177	6904	2605
2178	6907	2602
2179	6910	2599
2180	6912	2595
2181	6916	2592
2182	6919	2589
2183	6922	2586
2184	6925	2583
2185	6929	2580
2186	6931	2576
2187	6935	2573
2188	6938	2570
2189	6941	2567
2190	6944	2564
2191	6947	2561
2192	6951	2557
2193	6954	2554
2194	6957	2551
2195	6960	2548
2196	6963	2545
2197	6966	2542
2198	6969	2538
2199	6972	2535
2200	6975	2532
2201	6979	2529
2202	6982	2526
2203	6985	2522
2204	6988	2519
2205	6990	2516
2206	6993	2512
2207	6996	2509
2208	6999	2506
2209	7002	2503
2210	7005	2500
2211	7009	2496
2212	7012	2493
2213	7015	2490
2214	7018	2487
2215	7020	2483
2216	7023	2480
2217	7027	2477
2218	7030	2474
2219	7032	2471
2220	7035	2467
2221	7038	2464
2222	7040	2461
2223	7043	2457
2224	7047	2454
2225	7050	2451
2226	7054	2448
2227	7057	2445
2228	7060	2442
2229	7063	2438
2230	7067	2436
2231	7070	2432
2232	7073	2429
2233	7076	2426
2234	7080	2423
2235	7084	2420
2236	7088	2417
2237	7091	2414
2238	7094	2411
2239	7097	2408
2240	7101	2405
2241	7104	2401
2242	7107	2398
2243	7110	2395
2244	7113	2392
2245	7116	2389
2246	7120	2386
2247	7123	2382
2248	7126	2379
2249	7130	2376
2250	7134	2373
2251	7137	2370
2252	7140	2367
2253	7143	2364
2254	7148	2361
2255	7151	2358
2256	7155	2355
2257	7159	2352
2258	7163	2349
2259	7168	2347
2260	7171	2343
2261	7174	2340
2262	7180	2338
2263	7185	2335
2264	7188	2332
2265	7190	2329
2266	7194	2326
2267	7198	2323
2268	7201	2320
2269	7204	2316
2270	7207	2313
2271	7211	2310
2272	7215	2307
2273	7220	2305
2274	7223	2302
2275	7228	2299
2276	7231	2296
2277	7234	2293
2278	7237	2289
2279	7241	2286
2280	7245	2283
2281	7248	2280
2282	7251	2277
2283	7254	2274
2284	7258	2271
2285	7261	2268
2286	7265	2264
2287	7268	2261
2288	7270	2258
2289	7274	2255
2290	7278	2252
2291	7281	2249
2292	7284	2245
2293	7287	2242
2294	7290	2239
2295	7293	2236
2296	7296	2232
2297	7299	2229
2298	7301	2226
2299	7305	2223
2300	7308	2220
2301	7311	2216
2302	7314	2213
2303	7317	2210
2304	7320	2207
2305	7323	2204
2306	7326	2200
2307	7329	2197
2308	7333	2194
2309	7336	2191
2310	7339	2188
2311	7342	2184
2312	7345	2181
2313	7349	2178
2314	7352	2175
2315	7355	2172
2316	7358	2169
2317	7360	2165
2318	7364	2162
2319	7367	2159
2320	7370	2156
2321	7372	2152
2322	7375	2149
2323	7377	2146
2324	7380	2142
2325	7383	2139
2326	7386	2136
2327	7389	2133
2328	7393	2130
2329	7396	2126
2330	7399	2123
2331	7402	2120
2332	7406	2117
2333	7409	2114
2334	7412	2111
2335	7415	2107
2336	7418	2104
2337	7421	2101
2338	7425	2098
2339	7428	2095
2340	7431	2092
2341	7434	2088
2342	7437	2085
2343	7440	2082
2344	7443	2079
2345	7445	2075
2346	7448	2072
2347	7451	2069
2348	7455	2066
2349	7458	2062
2350	7461	2059
2351	7464	2056
2352	7467	2053
2353	7471	2050
2354	7474	2047
2355	7477	2043
2356	7479	2040
2357	7482	2037
2358	7485	2034
2359	7488	2030
2360	7491	2027
2361	7494	2024
2362	7497	2021
2363	7501	2018
2364	7504	2014
2365	7508	2011
2366	7511	2008
2367	7514	2005
2368	7516	2002
2369	7519	1998
2370	7523	1995
2371	7526	1992
2372	7530	1989
2373	7533	1986
2374	7536	1983
2375	7539	1980
2376	7542	1976
2377	7545	1973
2378	7548	1970
2379	7551	1967
2380	7554	1964
2381	7557	1960
2382	7560	1957
2383	7563	1954
2384	7566	1951
2385	7569	1947
2386	7571	1944
2387	7573	1941
2388	7576	1937
2389	7579	1934
2390	7583	1931
2391	7586	1928
2392	7589	1925
2393	7592	1921
2394	7595	1918
2395	7598	1915
2396	7601	1912
2397	7604	1909
2398	7607	1905
2399	7610	1902
2400	7613	1899
2401	7616	1896
2402	7619	1892
2403	7622	1889
2404	7625	1886
2405	7628	1883
2406	7631	1880
2407	7634	1876
2408	7637	1873
2409	7640	1870
2410	7643	1867
2411	7646	1864
2412	7649	1860
2413	7653	1857
2414	7656	1854
2415	7659	1851
2416	7662	1848
2417	7666	1845
2418	7669	1842
2419	7673	1839
2420	7676	1835
2421	7679	1832
2422	7683	1829
2423	7686	1826
2424	7690	1823
2425	7693	1820
2426	7696	1817
2427	7701	1814
2428	7704	1811
2429	7707	1807
2430	7710	1804
2431	7714	1801
2432	7717	1798
2433	7721	1795
2434	7725	1792
2435	7730	1789
2436	7734	1786
2437	7737	1783
2438	7741	1780
2439	7745	1777
2440	7747	1774
2441	7750	1771
2442	7754	1767
2443	7757	1764
2444	7762	1761
2445	7766	1759
2446	7770	1756
2447	7775	1753
2448	7779	1750
2449	7784	1747
2450	7787	1744
2451	7790	1741
2452	7794	1738
2453	7798	1735
2454	7802	1732
2455	7805	1728
2456	7808	1725
2457	7812	1722
2458	7817	1719
2459	7820	1716
2460	7823	1713
2461	7827	1710
2462	7831	1707
2463	7835	1704
2464	7837	1701
2465	7841	1698
2466	7845	1695
2467	7849	1691
2468	7852	1688
2469	7855	1685
2470	7859	1682
2471	7862	1679
2472	7865	1676
2473	7868	1672
2474	7871	1669
2475	7875	1666
2476	7878	1663
2477	7882	1660
2478	7884	1657
2479	7888	1654
2480	7891	1650
2481	7894	1647
2482	7897	1644
2483	7900	1641
2484	7903	1638
2485	7907	1634
2486	7910	1631
2487	7914	1628
2488	7917	1625
2489	7920	1622
2490	7923	1619
2491	7926	1615
2492	7929	1612
2493	7932	1609
2494	7936	1606
2495	7939	1603
2496	7942	1599
2497	7945	1596
2498	7948	1593
2499	7951	1590
2500	7955	1587
2501	7957	1583
2502	7960	1580
2503	7963	1577
2504	7966	1574
2505	7969	1570
2506	7972	1567
2507	7975	1564
2508	7978	1561
2509	7981	1558
2510	7985	1555
2511	7988	1551
2512	7990	1548
2513	7993	1545
2514	7996	1542
2515	7999	1538
2516	8002	1535
2517	8005	1532
2518	8008	1529
2519	8011	1526
2520	8014	1522
2521	8017	1519
2522	8021	1516
2523	8024	1513
2524	8027	1510
2525	8031	1507
2526	8036	1504
2527	8039	1501
2528	8043	1497
2529	8046	1494
2530	8049	1491
2531	8052	1488
2532	8055	1485
2533	8058	1481
2534	8061	1478
2535	8064	1475
2536	8068	1472
2537	8072	1469
2538	8075	1466
2539	8078	1462
2540	8081	1459
2541	8084	1456
2542	8087	1453
2543	8090	1450
2544	8093	1446
2545	8095	1443
2546	8098	1440
2547	8101	1437
2548	8104	1433
2549	8107	1430
2550	8110	1427
2551	8113	1424
2552	8117	1421
2553	8120	1418
2554	8123	1414
2555	8126	1411
2556	8129	1408
2557	8132	1405
2558	8136	1402
2559	8139	1399
2560	8142	1395
2561	8145	1392
2562	8148	1389
2563	8151	1386
2564	8154	1382
2565	8157	1379
2566	8160	1376
2567	8163	1373
2568	8166	1370
2569	8169	1366
2570	8172	1363
2571	8175	1360
2572	8178	1357
2573	8181	1354
2574	8184	1350
2575	8187	1347
2576	8190	1344
2577	8193	1341
2578	8196	1337
2579	8199	1334
2580	8202	1331
2581	8205	1328
2582	8208	1325
2583	8212	1322
2584	8215	1318
2585	8218	1315
2586	8221	1312
2587	8224	1309
2588	8228	1306
2589	8231	1303
2590	8234	1299
2591	8238	1296
2592	8241	1293
2593	8244	1290
2594	8247	1287
2595	8250	1284
2596	8253	1280
2597	8256	1277
2598	8259	1274
2599	8262	1271
2600	8265	1268
2601	8268	1264
2602	8271	1261
2603	8274	1258
2604	8277	1255
2605	8281	1252
2606	8283	1248
2607	8286	1245
2608	8290	1242
2609	8293	1239
2610	8295	1235
2611	8298	1232
2612	8301	1229
2613	8304	1226
2614	8307	1223
2615	8310	1219
2616	8313	1216
2617	8316	1213
2618	8319	1210
2619	8321	1207
2620	8325	1203
2621	8328	1200
2622	8331	1197
2623	8334	1194
2624	8336	1190
2625	8339	1187
2626	8342	1184
2627	8345	1181
2628	8349	1178
2629	8351	1174
2630	8354	1171
2631	8358	1168
2632	8361	1165
2633	8364	1162
2634	8367	1159
2635	8370	1155
2636	8372	1152
2637	8375	1149
2638	8378	1146
2639	8381	1142
2640	8384	1139
2641	8387	1136
2642	8390	1133
2643	8393	1130
2644	8396	1126
2645	8399	1123
2646	8402	1120
2647	8405	1117
2648	8408	1114
2649	8411	1110
2650	8414	1107
2651	8417	1104
2652	8420	1101
2653	8423	1098
2654	8427	1095
2655	8430	1091
2656	8433	1088
2657	8436	1085
2658	8439	1082
2659	8442	1079
2660	8445	1075
2661	8448	1072
2662	8451	1069
2663	8454	1066
2664	8456	1063
2665	8460	1059
2666	8463	1056
2667	8466	1053
2668	8469	1050
2669	8472	1047
2670	8475	1043
2671	8478	1040
2672	8481	1037
2673	8484	1034
2674	8487	1031
2675	8490	1028
2676	8493	1024
2677	8496	1021
2678	8498	1018
2679	8501	1015
2680	8504	1011
2681	8507	1008
2682	8510	1005
2683	8512	1002
2684	8515	999
2685	8518	995
2686	8521	992
2687	8524	989
2688	8527	986
2689	8531	983
2690	8534	979
2691	8537	976
2692	8540	973
2693	8543	970
2694	8546	967
2695	8549	964
2696	8552	960
2697	8555	957
2698	8558	954
2699	8561	951
2700	8564	948
2701	8567	944
2702	8569	941
2703	8572	938
2704	8575	935
2705	8578	932
2706	8581	928
2707	8585	925
2708	8589	922
2709	8590	919
2710	8594	916
2711	8597	913
2712	8600	909
2713	8603	906
2714	8607	903
2715	8610	900
2716	8613	897
2717	8616	894
2718	8619	890
2719	8623	887
2720	8627	884
2721	8632	881
2722	8637	878
2723	8642	875
2724	8647	872
2725	8652	869
2726	8655	866
2727	8660	863
2728	8665	860
2729	8668	857
2730	8671	854
2731	8675	850
2732	8678	847
2733	8681	844
2734	8684	841
2735	8687	838
2736	8690	835
2737	8693	831
2738	8696	828
2739	8698	825
2740	8701	822
2741	8705	819
2742	8709	815
2743	8712	812
2744	8714	809
2745	8718	806
2746	8721	803
2747	8724	800
2748	8727	796
2749	8730	793
2750	8733	790
2751	8736	787
2752	8739	784
2753	8742	780
2754	8745	777
2755	8749	774
2756	8752	771
2757	8755	768
2758	8758	765
2759	8761	761
2760	8764	758
2761	8767	755
2762	8770	752
2763	8773	749
2764	8776	745
2765	8779	742
2766	8782	739
2767	8785	736
2768	8788	733
2769	8791	729
2770	8794	726
2771	8797	723
2772	8800	720
2773	8804	717
2774	8807	714
2775	8810	710
2776	8813	707
2777	8816	704
2778	8819	701
2779	8823	698
2780	8826	695
2781	8829	691
2782	8832	688
2783	8835	685
2784	8838	682
2785	8842	679
2786	8844	675
2787	8847	672
2788	8850	669
2789	8854	666
2790	8857	663
2791	8860	660
2792	8863	656
2793	8866	653
2794	8869	650
2795	8872	647
2796	8875	644
2797	8878	640
2798	8881	637
2799	8884	634
2800	8886	631
2801	8889	628
2802	8892	625
2803	8896	621
2804	8899	618
2805	8902	615
2806	8905	612
2807	8908	609
2808	8910	605
2809	8913	602
2810	8916	599
2811	8919	596
2812	8924	593
2813	8928	590
2814	8932	587
2815	8935	583
2816	8938	580
2817	8941	577
2818	8944	574
2819	8947	571
2820	8951	568
2821	8954	564
2822	8957	561
2823	8959	558
2824	8963	555
2825	8966	552
2826	8969	548
2827	8972	545
2828	8975	542
2829	8977	539
2830	8980	536
2831	8983	532
2832	8986	529
2833	8988	526
2834	8991	523
2835	8994	520
2836	8997	516
2837	9000	513
2838	9003	510
2839	9006	507
2840	9009	504
2841	9012	501
2842	9016	497
2843	9020	494
2844	9023	491
2845	9026	488
2846	9030	485
2847	9033	482
2848	9036	478
2849	9039	475
2850	9042	472
2851	9045	469
2852	9049	466
2853	9053	463
2854	9056	459
2855	9059	456
2856	9062	453
2857	9065	450
2858	9068	447
2859	9071	444
2860	9074	440
2861	9077	437
2862	9080	434
2863	9082	431
2864	9085	428
2865	9089	424
2866	9092	421
2867	9095	418
2868	9097	415
2869	9100	412
2870	9104	409
2871	9107	405
2872	9110	402
2873	9113	399
2874	9117	396
2875	9120	393
2876	9123	390
2877	9126	386
2878	9128	383
2879	9132	380
2880	9135	377
2881	9138	374
2882	9141	370
2883	9144	367
2884	9147	364
2885	9150	361
2886	9152	358
2887	9156	355
2888	9159	351
2889	9162	348
2890	9164	345
2891	9167	342
2892	9169	339
2893	9173	335
2894	9176	332
2895	9178	329
2896	9181	326
2897	9184	323
2898	9187	320
2899	9190	316
2900	9192	313
2901	9195	310
2902	9198	307
2903	9201	304
2904	9204	301
2905	9207	297
2906	9210	294
2907	9213	291
2908	9217	288
2909	9220	285
2910	9224	282
2911	9228	278
2912	9231	275
2913	9234	272
2914	9237	269
2915	9241	266
2916	9244	263
2917	9246	259
2918	9249	256
2919	9251	253
2920	9254	250
2921	9257	247
2922	9260	243
2923	9263	240
2924	9266	237
2925	9270	234
2926	9273	231
2927	9275	228
2928	9278	224
2929	9281	221
2930	9284	218
2931	9287	215
2932	9290	212
2933	9294	209
2934	9297	205
2935	9300	202
2936	9303	199
2937	9307	196
2938	9309	193
2939	9313	190
2940	9319	186
2941	9323	183
2942	9328	180
2943	9333	177
2944	9337	174
2945	9341	171
2946	9345	168
2947	9350	164
2948	9354	161
2949	9358	158
2950	9361	155
2951	9364	152
2952	9367	149
2953	9370	145
2954	9373	142
2955	9376	139
2956	9379	136
2957	9383	133
2958	9386	130
2959	9389	126
2960	9392	123
2961	9396	120
2962	9400	117
2963	9403	114
2964	9406	111
2965	9409	107
2966	9412	104
2967	9415	101
2968	9419	98
2969	9422	95
2970	9425	91
2971	9427	88
2972	9430	85
2973	9433	82
2974	9437	79
2975	9441	76
2976	9445	72
2977	9447	69
2978	9451	66
2979	9454	63
2980	9457	60
2981	9460	57
2982	9464	53
2983	9467	50
2984	9471	47
2985	9475	44
2986	9478	41
2987	9481	38
2988	9484	34
2989	9488	31
2990	9491	28
2991	9494	25
2992	9498	22
2993	9501	19
2994	9505	15
2995	9508	12
2996	9511	9
2997	9515	6
2998	9518	3
2999	9522	0
